date,ls_ret
2013-02-08,-0.004597015538582894
2013-02-11,-0.0015949475651943934
2013-02-12,-0.0028632084525406732
2013-02-13,0.0038669106592722786
2013-02-14,-0.003728796845599197
2013-02-15,0.0027278953941940465
2013-02-19,-0.00034374270368740524
2013-02-20,-0.0020356866021601075
2013-02-21,0.0002520187068930677
2013-02-22,0.0006273570606402984
2013-02-25,-0.0006895107459877262
2013-02-26,-0.00026905549855545856
2013-02-27,-0.0014358423108574699
2013-02-28,0.0024335977791098595
2013-03-01,0.0010433594784416227
2013-03-04,0.0020867403068861754
2013-03-05,-0.0010695423994851903
2013-03-06,-0.0006757741530925644
2013-03-07,-0.0014543264794319663
2013-03-08,1.4542204032803931e-05
2013-03-11,-0.0012327754904127358
2013-03-12,-0.0011459817373566429
2013-03-13,-0.0006084847142469316
2013-03-14,-0.0008722711508565883
2013-03-15,-0.0009038400934337471
2013-03-18,-0.00035590906978094
2013-03-19,0.001295577118365006
2013-03-20,0.0013504708237378016
2013-03-21,-0.0003519262277700176
2013-03-22,0.0008729124095990345
2013-03-25,-0.0011935425940898803
2013-03-26,-0.00021122750536432144
2013-03-27,0.0014941487117879878
2013-03-28,0.0003476273490276969
2013-04-01,-0.0007387631918181406
2013-04-02,0.002009213733102844
2013-04-03,-0.0007083373228708179
2013-04-04,-0.00018365286681688663
2013-04-05,-0.0017545169565673442
2013-04-08,0.001742488157013405
2013-04-09,-0.001375472372473335
2013-04-10,0.002481638371921842
2013-04-11,0.0023660375456277436
2013-04-12,0.00045537005380693544
2013-04-15,0.0001820475103222528
2013-04-16,0.001406247239008025
2013-04-17,-0.0009202976756623229
2013-04-18,-0.0019198931890126493
2013-04-19,0.00035463978056342945
2013-04-22,0.001119732945873186
2013-04-23,1.009685065742403e-05
2013-04-24,-0.0030828807909800897
2013-04-25,-0.0017178524618292417
2013-04-26,-0.0007106846073203725
2013-04-29,0.0009968521309812268
2013-04-30,0.0004196177744438629
2013-05-01,-0.006720804841588458
2013-05-02,0.004310497944403417
2013-05-03,-0.0010997411082468416
2013-05-06,-0.0008117983470714244
2013-05-07,0.002213342553512377
2013-05-08,0.00045327963584220176
2013-05-09,0.0010708519444500846
2013-05-10,-0.0002441466927015071
2013-05-13,0.0006020354169305089
2013-05-14,0.0005178441076090223
2013-05-15,0.00033070754570933185
2013-05-16,-0.0012902304249773132
2013-05-17,-0.0008101443322351781
2013-05-20,-0.002303055048187981
2013-05-21,0.0009438678977606832
2013-05-22,-0.0002482688688266879
2013-05-23,0.0037874150199994523
2013-05-24,0.000998880287331624
2013-05-28,-0.0007232523458622877
2013-05-29,0.0007468202894884983
2013-05-30,-0.0021118352844130203
2013-05-31,0.0008277060473086206
2013-06-03,-0.0014793672853932627
2013-06-04,-0.0030249968454956516
2013-06-05,-4.277118734843034e-05
2013-06-06,0.0013861910774416394
2013-06-07,-7.392630849775053e-06
2013-06-10,-0.0008182179062628842
2013-06-11,-0.00013573116933713014
2013-06-12,-2.9935132912161387e-05
2013-06-13,0.00024891520237199486
2013-06-14,0.0016522683178072353
2013-06-17,-0.003136616788161599
2013-06-18,-0.000997408298882901
2013-06-19,-0.0020382199617899046
2013-06-20,0.0052287495949424724
2013-06-21,-0.0003369713681686158
2013-06-24,0.002399035496630837
2013-06-25,-0.0007387147039679892
2013-06-26,-0.00023167928114364598
2013-06-27,-0.0029392288394781223
2013-06-28,-0.0003970658730648742
2013-07-01,-2.9220256426021694e-05
2013-07-02,0.00027779490305722263
2013-07-03,0.0011769257464752671
2013-07-05,-0.0010706227669810106
2013-07-08,0.0008911546356792223
2013-07-09,-0.0018333142514930798
2013-07-10,0.00023620315002634732
2013-07-11,-0.0005931255574495875
2013-07-12,0.0011609782685790668
2013-07-15,-0.0015895245353617444
2013-07-16,-1.605057127585404e-05
2013-07-17,0.00025626029148744325
2013-07-18,-0.003613441106243793
2013-07-19,0.000533656804834969
2013-07-22,0.0014990831990838159
2013-07-23,-0.0022510255637808903
2013-07-24,0.0026030823546602964
2013-07-25,-0.001690555382873815
2013-07-26,0.0009629607479700709
2013-07-29,-0.00012577076318435521
2013-07-30,0.0008609842186543718
2013-07-31,-0.0004136419704503638
2013-08-01,0.0006156705939015092
2013-08-02,0.0008110252293307487
2013-08-05,0.0016182118757744341
2013-08-06,0.0006217000696098814
2013-08-07,-0.0016710774984292076
2013-08-08,-0.0013868735629324058
2013-08-09,-0.001666597988389612
2013-08-12,-0.0012695720408236852
2013-08-13,0.0007315688737340233
2013-08-14,-0.0013239658525171654
2013-08-15,-0.003300153230430694
2013-08-16,0.00043348467362896493
2013-08-19,0.0010069678258769062
2013-08-20,-0.0006010595015066087
2013-08-21,0.0006471352557019432
2013-08-22,0.0006475929348858979
2013-08-23,-0.0004378759940174492
2013-08-26,-0.0012088378595922658
2013-08-27,-0.00014333911629152513
2013-08-28,-9.303878452449235e-05
2013-08-29,-0.00043622582340719566
2013-08-30,-0.0007556307440036779
2013-09-03,0.0017125201961631096
2013-09-04,-0.0010031193646978806
2013-09-05,0.0008275841581266479
2013-09-06,-0.0007701858817517326
2013-09-09,0.0006592097135743992
2013-09-10,0.002645924953938994
2013-09-11,0.0014193525166257236
2013-09-12,-0.0011192543733046494
2013-09-13,4.963664933271619e-05
2013-09-16,-0.00023703408751777632
2013-09-17,-0.0006232476526146039
2013-09-18,-0.001990100877532569
2013-09-19,0.0008942291712742297
2013-09-20,0.0016075537373168296
2013-09-23,0.0006887992768849625
2013-09-24,0.00012272731213748921
2013-09-25,0.002208028277209941
2013-09-26,0.002240444794738244
2013-09-27,0.0040097862266651125
2013-09-30,-3.1508079841996605e-05
2013-10-01,0.0020116465086700043
2013-10-02,-0.00033797595054191624
2013-10-03,0.0007868459689213832
2013-10-04,0.001772895737628179
2013-10-07,-0.0019119846853777242
2013-10-08,-0.0010652069048094728
2013-10-09,-0.0009798159598076314
2013-10-10,0.0015878469340796049
2013-10-11,0.0001603539512728081
2013-10-14,0.0017195730676665083
2013-10-15,0.00028391716562701754
2013-10-16,0.0006500486313555436
2013-10-17,-0.0002713673172351161
2013-10-18,-0.0005324985258725084
2013-10-21,0.000768736033993783
2013-10-22,0.0013500241323167667
2013-10-23,-0.00043176157781527367
2013-10-24,4.812992917410852e-05
2013-10-25,-0.0028983810760868796
2013-10-28,-0.0018508220184055451
2013-10-29,-0.0006331192360509708
2013-10-30,-0.0004582032827197674
2013-10-31,-0.00010429502751119603
2013-11-01,-0.00011618950244580472
2013-11-04,-0.0021210208442434837
2013-11-05,0.0013360029608473656
2013-11-06,0.001953081776896487
2013-11-07,-0.00022140288942659736
2013-11-08,-0.0012448173866372242
2013-11-11,0.0013376301561977251
2013-11-12,0.0032481048675822685
2013-11-13,-7.060143741513957e-05
2013-11-14,0.0005008508464938188
2013-11-15,0.00047017830687240197
2013-11-18,0.0007644587691836352
2013-11-19,9.743953782407149e-05
2013-11-20,-0.0010490010026619088
2013-11-21,0.002590410277785107
2013-11-22,-0.0012198518674925761
2013-11-25,-0.0013525061229803788
2013-11-26,0.002033737342417961
2013-11-27,0.000602848595180934
2013-11-29,0.0005710572038072538
2013-12-02,0.0006573477535782646
2013-12-03,0.00041914561938982263
2013-12-04,-0.0019929303854219153
2013-12-05,0.00020984899618251343
2013-12-06,-0.0006837107339768893
2013-12-09,0.00010131488045256956
2013-12-10,0.0005046045100433627
2013-12-11,8.582432066069417e-05
2013-12-12,-0.0004482477281255036
2013-12-13,-0.0012829050880777636
2013-12-16,2.6704255435211615e-05
2013-12-17,0.0007525011698845326
2013-12-18,0.0008291618429714624
2013-12-19,-0.00040390838979004526
2013-12-20,0.000250369063563225
2013-12-23,-0.003024820758810856
2013-12-24,0.001564483506818113
2013-12-26,-0.00024049678229425721
2013-12-27,-0.002065606937778388
2013-12-30,0.0009369100470430483
2013-12-31,0.0012358898779728771
2014-01-02,0.00011741829106944508
2014-01-03,6.817876985784407e-05
2014-01-06,-0.0021469159272154083
2014-01-07,-0.000604719255096641
2014-01-08,0.001924454584837872
2014-01-09,0.00022137458555829506
2014-01-10,8.124807990322331e-05
2014-01-13,3.5971205301903284e-05
2014-01-14,-0.00041653725370500424
2014-01-15,-0.0002802150859823171
2014-01-16,0.00036007501100001845
2014-01-17,-0.0008274689458739441
2014-01-21,0.0003714776912837208
2014-01-22,0.0027981863305495606
2014-01-23,-0.0006422877376733025
2014-01-24,-0.0013749981090699131
2014-01-27,-0.0010140779495140066
2014-01-28,0.0007000588157012184
2014-01-29,0.0008571642438416516
2014-01-30,0.002569877498496316
2014-01-31,0.0011033067849875113
2014-02-03,0.0007731487166265599
2014-02-04,0.003491169790807858
2014-02-05,-0.0005717301203074252
2014-02-06,0.0008895921166625655
2014-02-07,-0.008936352096707977
2014-02-10,-0.0014045117294271296
2014-02-11,-0.0033955225685140737
2014-02-12,0.0005353015567199842
2014-02-13,-0.003256605391713652
2014-02-14,-0.0005118032911944076
2014-02-18,-0.001947736766050852
2014-02-19,-0.00043829810276548964
2014-02-20,-0.0006229443832361528
2014-02-21,-5.0243764500138935e-05
2014-02-24,-0.002103928578624195
2014-02-25,0.0011517749821969292
2014-02-26,-0.0037295937577767418
2014-02-27,-0.0011568176222130592
2014-02-28,0.0007337963612789994
2014-03-03,-0.002844502837831248
2014-03-04,0.0017681688667111162
2014-03-05,0.0011828212926287482
2014-03-06,0.0017226629696983665
2014-03-07,-0.0011890337054496771
2014-03-10,-0.001575122953349729
2014-03-11,-0.0009540287304452381
2014-03-12,-0.00010501754079043999
2014-03-13,-0.0002477953707018289
2014-03-14,0.0005340753925562815
2014-03-17,0.0013344391237971362
2014-03-18,0.0006175542901070915
2014-03-19,-0.00011180848264583421
2014-03-20,0.001345910515289604
2014-03-21,0.0022834891697227975
2014-03-24,0.002291064691111527
2014-03-25,-0.0015526103693915216
2014-03-26,0.0005444706209787389
2014-03-27,-0.0008363239012347528
2014-03-28,-0.0013076771433995788
2014-03-31,0.0008984055301667586
2014-04-01,0.002573105295935611
2014-04-02,-0.0010295381445132278
2014-04-03,-6.662504370170238e-05
2014-04-04,-0.0009300480454409043
2014-04-07,-0.0017746952874332195
2014-04-08,-0.0007815217101735168
2014-04-09,-0.0006336484267038877
2014-04-10,0.0017613598463297134
2014-04-11,-0.0005497857780713348
2014-04-14,-0.001956839591528287
2014-04-15,0.000582463402984932
2014-04-16,0.0013829597099693813
2014-04-17,0.0016349982955930088
2014-04-21,-0.0004140368935025128
2014-04-22,-0.0008534830219837955
2014-04-23,0.00015129891903694202
2014-04-24,-0.0010572872761504385
2014-04-25,0.00048251844273738064
2014-04-28,0.0012980978428013396
2014-04-29,0.0009860792145268227
2014-04-30,-0.0015178582039800834
2014-05-01,-0.0009573559377978575
2014-05-02,0.0006284502866573627
2014-05-05,0.00043696660651164023
2014-05-06,-0.000773223669872161
2014-05-07,0.0014164287703225414
2014-05-08,-0.0011244816238805094
2014-05-09,7.4857361401031716e-06
2014-05-12,0.0005276357105776169
2014-05-13,-0.0005891226094644033
2014-05-14,-3.937703235158875e-05
2014-05-15,-0.001177071524663428
2014-05-16,0.0009931034470821623
2014-05-19,0.0011290536319915668
2014-05-20,0.00046816871100616793
2014-05-21,-0.0009185221137466584
2014-05-22,0.0015700060738379693
2014-05-23,0.00012648289879994235
2014-05-27,-0.0011658239352597118
2014-05-28,-0.0012444149166394695
2014-05-29,-0.0015519967807819033
2014-05-30,-0.0015386382023429494
2014-06-02,0.0005900186126801244
2014-06-03,0.0005547778386515656
2014-06-04,0.00010994166407545453
2014-06-05,0.00021497359805961377
2014-06-06,0.0008174389036690933
2014-06-09,-0.0023809585675862092
2014-06-10,-0.00014936993421811744
2014-06-11,-0.0008513507733871503
2014-06-12,-0.0011046966088680782
2014-06-13,-0.002159275477399553
2014-06-16,-0.0004893752738651019
2014-06-17,0.0009169685012240289
2014-06-18,0.00047235402110589044
2014-06-19,0.0013264675462370914
2014-06-20,0.0006418208509423558
2014-06-23,0.0011786882951511323
2014-06-24,-0.0009188326260595172
2014-06-25,-0.00033166705618781293
2014-06-26,0.0005886978446809691
2014-06-27,0.0007521681324934463
2014-06-30,0.0012761251623814572
2014-07-01,0.0008661764299172758
2014-07-02,-0.0005274714603497239
2014-07-03,0.0003810891727796831
2014-07-07,0.0004875842611023234
2014-07-08,0.00022645495608183467
2014-07-09,0.0006218835653321606
2014-07-10,-0.00014976076555519267
2014-07-11,-0.00020656323535761956
2014-07-14,9.291138295568783e-06
2014-07-15,0.0012259895112937012
2014-07-16,-2.8507917781892546e-06
2014-07-17,-0.0009458907016222221
2014-07-18,0.0011914438478457137
2014-07-21,-2.996972306858823e-05
2014-07-22,-0.0018630386680992558
2014-07-23,-0.0016046563159218537
2014-07-24,-0.0003864569727496664
2014-07-25,0.002677688867511546
2014-07-28,-0.002788252859560726
2014-07-29,-0.0005157171508913351
2014-07-30,0.0012353420757390925
2014-07-31,-0.004245767452971808
2014-08-01,9.87722909873712e-05
2014-08-04,0.0010953027766836068
2014-08-05,-0.000489905331373082
2014-08-06,0.0019493452274585025
2014-08-07,-0.0008803327053236085
2014-08-08,0.001750452406511733
2014-08-11,0.000369494407661881
2014-08-12,0.0010229710463934933
2014-08-13,0.0016701031016651145
2014-08-14,0.0009174877717482529
2014-08-15,0.003369685102883282
2014-08-18,0.0004015732614550161
2014-08-19,0.0003430235589548616
2014-08-20,-0.00017971060168206466
2014-08-21,0.0002411689234438988
2014-08-22,0.0006421311252643901
2014-08-25,0.0003162564809612851
2014-08-26,-0.0008962869385617847
2014-08-27,-0.0006344754790935599
2014-08-28,0.0007317907871062815
2014-08-29,0.0005074769221320129
2014-09-02,0.002513041399278107
2014-09-03,8.115583209096826e-05
2014-09-04,-0.0002108383422487293
2014-09-05,-0.00040911077973113547
2014-09-08,0.0003661784512353954
2014-09-09,-0.0002481781520042553
2014-09-10,0.0022643177926844516
2014-09-11,-0.001313698188867153
2014-09-12,0.002671145930207162
2014-09-15,-0.0007051674481024472
2014-09-16,-9.412230557030397e-05
2014-09-17,0.0011647754140947384
2014-09-18,0.0008124221749172562
2014-09-19,0.0002924107718829318
2014-09-22,0.0028549860223874603
2014-09-23,-4.4846457229658077e-05
2014-09-24,0.0027584921939116784
2014-09-25,-0.0001043021441905142
2014-09-26,8.918910388581372e-05
2014-09-29,0.0015790646787140895
2014-09-30,0.00175025424862779
2014-10-01,-0.001738212237373836
2014-10-02,-0.0007367962361296739
2014-10-03,0.0028700928712914794
2014-10-06,-0.0013603283420099185
2014-10-07,0.00015994397998016514
2014-10-08,-0.00039283875085697594
2014-10-09,0.00024548778500614555
2014-10-10,-0.0015104808981589563
2014-10-13,-0.002001736131594671
2014-10-14,0.0012306668661119097
2014-10-15,0.00041951946304281197
2014-10-16,0.0020787608012550265
2014-10-17,0.004395522627085174
2014-10-20,0.0005406673179861307
2014-10-21,-0.0004403879261358067
2014-10-22,0.002474253011615824
2014-10-23,-0.002779184672512488
2014-10-24,0.0015258875849205515
2014-10-27,0.0020184368183567636
2014-10-28,-0.0007293684558430047
2014-10-29,-0.0010728402383964992
2014-10-30,-7.063989131904686e-05
2014-10-31,-0.000770452600613321
2014-11-03,0.0006160263817695142
2014-11-04,-0.00010893824346888781
2014-11-05,-0.0023812925555495214
2014-11-06,-0.0014443824326514022
2014-11-07,4.668966980918696e-06
2014-11-10,-0.00046437486003778793
2014-11-11,0.0009564274711463137
2014-11-12,0.0005464166491712227
2014-11-13,0.00012753241730680052
2014-11-14,-0.0004910239778528251
2014-11-17,-0.0008736465839154472
2014-11-18,-0.0008792004508619967
2014-11-19,0.0031233020634812837
2014-11-20,4.360828674409692e-05
2014-11-21,-0.0031102489569146655
2014-11-24,0.0007611884277966993
2014-11-25,0.0011643460580183973
2014-11-26,0.0034494714626931615
2014-11-28,0.0038878495262186924
2014-12-01,0.00029451599380882627
2014-12-02,0.0029115659020186287
2014-12-03,-6.207395323062307e-05
2014-12-04,0.002000440146520972
2014-12-05,0.001001683529992565
2014-12-08,0.0004550700192074992
2014-12-09,0.0004695530440465782
2014-12-10,-0.000624657968410358
2014-12-11,0.0003618417622826566
2014-12-12,0.0010708631902721763
2014-12-15,-0.0016761019330058444
2014-12-16,-0.0024310705093502152
2014-12-17,0.00032029391838032446
2014-12-18,-0.000511912640613784
2014-12-19,-0.002674799959368555
2014-12-22,0.0011920844488440344
2014-12-23,-0.0019114607835321682
2014-12-24,0.001975969023199284
2014-12-26,-0.0006663235363686918
2014-12-29,0.0010027450646176064
2014-12-30,-0.0014635978272046777
2014-12-31,-0.0005179180370622606
2015-01-02,-0.0009947041718426904
2015-01-05,0.0024788479103495117
2015-01-06,0.0001321791718306816
2015-01-07,-0.00020205324637485273
2015-01-08,0.0007366383627105917
2015-01-09,-0.0008996610343532317
2015-01-12,-0.0006372795338165624
2015-01-13,0.001023439603064464
2015-01-14,0.0022058559889138484
2015-01-15,-0.00043530316522689
2015-01-16,0.0003990968706744616
2015-01-20,0.0017069619392593885
2015-01-21,-0.0031600361840373107
2015-01-22,-0.0003891922708029591
2015-01-23,0.00457920309706484
2015-01-26,-4.385208451721533e-07
2015-01-27,0.0016071021926008797
2015-01-28,0.004085813441680956
2015-01-29,0.0004818329607289196
2015-01-30,0.00020502676805335285
2015-02-02,-0.005557050491567354
2015-02-03,-0.00395656401144774
2015-02-04,0.0021803603634847615
2015-02-05,-0.0023778975573814473
2015-02-06,-0.002475952029665036
2015-02-09,-0.003006078622319056
2015-02-10,0.003323242246889749
2015-02-11,0.0023119728644039905
2015-02-12,-0.0006210861801478651
2015-02-13,-0.0012106668835739631
2015-02-17,-0.000620333431853057
2015-02-18,0.00033304444561737243
2015-02-19,0.0005235750313638491
2015-02-20,0.0014846880004933697
2015-02-23,0.002504286151640058
2015-02-24,-0.002661534587830466
2015-02-25,-0.0004649584642726005
2015-02-26,0.0010710791593572819
2015-02-27,-0.0026788030348080596
2015-03-02,0.0009097694582910346
2015-03-03,-0.0007260593655932646
2015-03-04,0.0009728968261081001
2015-03-05,0.0017690405301288607
2015-03-06,0.00038384658450381907
2015-03-09,0.0026479067288197313
2015-03-10,0.0018505006803302324
2015-03-11,-0.0006972765234141749
2015-03-12,-0.0002546410015397921
2015-03-13,0.0025564515844671513
2015-03-16,0.002932567207919423
2015-03-17,0.0011781191899360205
2015-03-18,-0.0014072687216298513
2015-03-19,0.0034704884492544248
2015-03-20,-0.0024290110399751274
2015-03-23,-0.004408284878977115
2015-03-24,0.003038427555409372
2015-03-25,-0.001271347549381214
2015-03-26,0.0017839415048500487
2015-03-27,0.0027910473539266714
2015-03-30,-0.0008268942275601513
2015-03-31,-0.002024076703728825
2015-04-01,-0.00260172223606499
2015-04-02,-0.000494349773945004
2015-04-06,-0.002003462188017501
2015-04-07,-0.0012215342991243922
2015-04-08,0.0010666490671150531
2015-04-09,-0.0019770480711931502
2015-04-10,0.00281791562409319
2015-04-13,-0.0012187991401521195
2015-04-14,-0.003653111570511485
2015-04-15,-0.00256756876653157
2015-04-16,5.190385049216709e-05
2015-04-17,-0.0036333335217424638
2015-04-20,0.0028185711153456148
2015-04-21,0.001693198804488568
2015-04-22,-0.0019045132026732628
2015-04-23,0.00017609240442492699
2015-04-24,-0.0003989034963309127
2015-04-27,-0.0017688483815478284
2015-04-28,-0.0009237448543222565
2015-04-29,-0.003391311446692334
2015-04-30,-0.007051744343528979
2015-05-01,0.0045943586917220275
2015-05-04,0.00203456234139657
2015-05-05,-0.0013516937316483497
2015-05-06,0.0008143466716545398
2015-05-07,0.0030938376799856523
2015-05-08,-0.001024454140615662
2015-05-11,0.002122801841946661
2015-05-12,0.0001862869524632928
2015-05-13,-0.0014564811575255303
2015-05-14,0.0014106648070339397
2015-05-15,-4.4104645206105174e-05
2015-05-18,0.0012052543614390653
2015-05-19,0.0031721054629675113
2015-05-20,-0.002360859216522915
2015-05-21,-0.0023850467300454577
2015-05-22,-0.00040474181066955337
2015-05-26,0.0024718095226575016
2015-05-27,0.002549686563513923
2015-05-28,0.0006968228753664019
2015-05-29,-0.0009215697751634241
2015-06-01,0.001952935787735652
2015-06-02,-0.0022878247792747367
2015-06-03,0.0012697006082459758
2015-06-04,0.0006009684311815649
2015-06-05,-0.0007297503827350428
2015-06-08,0.00022664502810302754
2015-06-09,-0.00024075784863699672
2015-06-10,0.0001482589959016336
2015-06-11,0.0025581521040294783
2015-06-12,0.00023396821628005835
2015-06-15,0.0005165892360640694
2015-06-16,-0.0011002850997940683
2015-06-17,0.0011993215108940852
2015-06-18,0.0027897339772354436
2015-06-19,0.001054905290475481
2015-06-22,0.0002653376562751812
2015-06-23,-8.57740570304091e-05
2015-06-24,4.361554845527253e-06
2015-06-25,0.001974478259526507
2015-06-26,0.0005778788395122495
2015-06-29,0.0009706025381855477
2015-06-30,0.000952844769076427
2015-07-01,0.0023290959378655337
2015-07-02,-0.0015403527751399705
2015-07-06,0.004069728064744042
2015-07-07,-0.0006351386832932331
2015-07-08,0.00318104308177029
2015-07-09,-0.0004180877914042487
2015-07-10,0.00256378878732575
2015-07-13,-6.041166706843427e-05
2015-07-14,-0.002114846537684694
2015-07-15,0.004479734531956232
2015-07-16,0.0022892665710888753
2015-07-17,0.0014556825528260276
2015-07-20,0.002937260309786135
2015-07-21,0.00033310470769136897
2015-07-22,0.0043828358614220585
2015-07-23,-0.0029383349832337287
2015-07-24,0.004300481471473447
2015-07-27,0.0027360341119401907
2015-07-28,-0.0031392845664128147
2015-07-29,-0.0005151822494137543
2015-07-30,-0.001369626642510502
2015-07-31,0.0024652246891101134
2015-08-03,0.0018233374557821193
2015-08-04,0.004606132412585828
2015-08-05,0.0020925303590413687
2015-08-06,-0.00457679413339455
2015-08-07,0.0017531275169250075
2015-08-10,-0.0020809525992945073
2015-08-11,0.0011678637104456855
2015-08-12,-0.0038567197151534757
2015-08-13,0.006796983947045464
2015-08-14,0.0005141006170717075
2015-08-17,0.0018731427423109648
2015-08-18,0.0011672125472638874
2015-08-19,-0.00025731521540680024
2015-08-20,-0.00410604122233465
2015-08-21,-0.005859264002232523
2015-08-24,0.000510530196633151
2015-08-25,0.0020684109526161046
2015-08-26,0.0022030494576408617
2015-08-27,-0.006451479728966758
2015-08-28,-0.004302209967634138
2015-08-31,-0.0037846422658781662
2015-09-01,0.002330507169695109
2015-09-02,0.003964606614099733
2015-09-03,-0.0004629781180062221
2015-09-04,2.0427886655817966e-05
2015-09-08,0.00016162516441658528
2015-09-09,0.0035997143539374323
2015-09-10,0.0011788880146648493
2015-09-11,0.0035399659475100235
2015-09-14,-0.0006164179826143688
2015-09-15,0.0004599872506478333
2015-09-16,-0.004254507299338646
2015-09-17,0.002005536402649607
2015-09-18,0.000293447784207437
2015-09-21,0.0018393544826634874
2015-09-22,0.00023016751134192668
2015-09-23,0.003432687877335994
2015-09-24,-0.005603760040669245
2015-09-25,0.002890438809997129
2015-09-28,-0.0007826810001844102
2015-09-29,-0.0010071742925220864
2015-09-30,-0.0006029181184783358
2015-10-01,0.005655885686099441
2015-10-02,-0.004347676458872329
2015-10-05,-0.005479141051016089
2015-10-06,-0.009337119242128166
2015-10-07,0.0039466142485146925
2015-10-08,-0.0023013776831319922
2015-10-09,0.00029131255845231955
2015-10-12,0.004722085265971169
2015-10-13,-0.0003503483469787435
